,Index,Tweets,label,length,token_text,stop_tokens,hash_token,idf_token,features,rawPrediction,probability,prediction
2271,782470,3 days till britney excited,0.0,27,"['3', 'days', 'till', 'britney', 'excited']","['3', 'days', 'till', 'britney', 'excited']","(262144,[24698,101057,168590,180608,240329],[1.0,1.0,1.0,1.0,1.0])","(262144,[24698,101057,168590,180608,240329],[4.502146119991285,7.628906655951679,4.831625321121527,4.738534898055515,5.367143557477889])","(262145,[24698,101057,168590,180608,240329,262144],[4.502146119991285,7.628906655951679,4.831625321121527,4.738534898055515,5.367143557477889,27.0])","[-271.5723356621006,-316.92501307409424]","[1.0,2.011789144696859e-20]",0.0
2272,78259,started painting old bath use flower bed iz creative,0.0,52,"['started', 'painting', 'old', 'bath', 'use', 'flower', 'bed', 'iz', 'creative']","['started', 'painting', 'old', 'bath', 'use', 'flower', 'bed', 'iz', 'creative']","(262144,[21641,57226,71345,98717,138935,168855,174478,182235,237843],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[21641,57226,71345,98717,138935,168855,174478,182235,237843],[4.363147245184629,7.852050207265889,8.13973227971767,4.868896715918758,7.041119991049561,5.711984043769619,6.840449295587409,5.1440000061636795,7.852050207265889])","(262145,[21641,57226,71345,98717,138935,168855,174478,182235,237843,262144],[4.363147245184629,7.852050207265889,8.13973227971767,4.868896715918758,7.041119991049561,5.711984043769619,6.840449295587409,5.1440000061636795,7.852050207265889,52.0])","[-676.7186712272821,-690.4471038318177]","[0.9999989090194682,1.0909805319296523e-06]",0.0
2273,783000,good morning world,0.0,18,"['good', 'morning', 'world']","['good', 'morning', 'world']","(262144,[60080,113432,131672],[1.0,1.0,1.0])","(262144,[60080,113432,131672],[4.613371755101509,2.7552372169285815,3.9756543794808943])","(262145,[60080,113432,131672,262144],[4.613371755101509,2.7552372169285815,3.9756543794808943,18.0])","[-104.55252618263958,-125.76639082892797]","[0.9999999993877404,6.122596572151844e-10]",0.0
2274,783049,sending rainy day love heres hoping dont get lonely booth,0.0,57,"['sending', 'rainy', 'day', 'love', 'heres', 'hoping', 'dont', 'get', 'lonely', 'booth']","['sending', 'rainy', 'day', 'love', 'heres', 'hoping', 'dont', 'get', 'lonely', 'booth']","(262144,[12072,40921,48278,77364,87273,182422,186480,244577,252722,254061],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[12072,40921,48278,77364,87273,182422,186480,244577,252722,254061],[6.193822130662357,6.405131224329564,6.673395210924244,6.347972810489615,3.3008083633033536,8.13973227971767,2.9749463057941563,6.935759475391735,3.109294358325235,2.971144019844418])","(262145,[12072,40921,48278,77364,87273,182422,186480,244577,252722,254061,262144],[6.193822130662357,6.405131224329564,6.673395210924244,6.347972810489615,3.3008083633033536,8.13973227971767,2.9749463057941563,6.935759475391735,3.109294358325235,2.971144019844418,57.0])","[-570.8849309058734,-619.6003377257321]","[1.0,6.968954587035357e-22]",0.0
2275,783090,apparently concert last night jo bro amazing friends love finally haha,0.0,70,"['apparently', 'concert', 'last', 'night', 'jo', 'bro', 'amazing', 'friends', 'love', 'finally', 'haha']","['apparently', 'concert', 'last', 'night', 'jo', 'bro', 'amazing', 'friends', 'love', 'finally', 'haha']","(262144,[5381,7625,62597,86553,124168,130047,158032,186480,189957,199468,209658],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[5381,7625,62597,86553,124168,130047,158032,186480,189957,199468,209658],[4.0966810118831205,4.8075277695424665,5.804357363900634,3.8356671865135006,6.599287238770521,4.370810117930198,8.545197387825835,2.9749463057941563,3.770284427250649,4.574905474273713,7.158903026705945])","(262145,[5381,7625,62597,86553,124168,130047,158032,186480,189957,199468,209658,262144],[4.0966810118831205,4.8075277695424665,5.804357363900634,3.8356671865135006,6.599287238770521,4.370810117930198,8.545197387825835,2.9749463057941563,3.770284427250649,4.574905474273713,7.158903026705945,70.0])","[-597.0426597879328,-677.6728047996891]","[1.0,9.611096688955958e-36]",0.0
2276,783191,try put little leash,0.0,20,"['try', 'put', 'little', 'leash']","['try', 'put', 'little', 'leash']","(262144,[77751,91720,213605,242022],[1.0,1.0,1.0,1.0])","(262144,[77751,91720,213605,242022],[5.346524270275154,8.545197387825835,4.613371755101509,4.8075277695424665])","(262145,[77751,91720,213605,242022,262144],[5.346524270275154,8.545197387825835,4.613371755101509,4.8075277695424665,20.0])","[-261.3354656398676,-268.72007343856046]","[0.9993796510031736,0.0006203489968264114]",0.0
2277,783338,sounds grown,0.0,12,"['sounds', 'grown']","['sounds', 'grown']","(262144,[163634,260570],[1.0,1.0])","(262144,[163634,260570],[5.177901557839361,8.545197387825835])","(262145,[163634,260570,262144],[5.177901557839361,8.545197387825835,12.0])","[-173.32806628164957,-184.97839765356323]","[0.9999912839123791,8.716087621016773e-06]",0.0
2278,783761,completed 4 years industry 4 days back,0.0,38,"['completed', '4', 'years', 'industry', '4', 'days', 'back']","['completed', '4', 'years', 'industry', '4', 'days', 'back']","(262144,[24698,49250,76106,132270,194802,259773],[1.0,1.0,1.0,1.0,2.0,1.0])","(262144,[24698,49250,76106,132270,194802,259773],[4.502146119991285,8.13973227971767,4.961678449369725,3.589370330224574,9.390099572231552,7.852050207265889])","(262145,[24698,49250,76106,132270,194802,259773,262144],[4.502146119991285,8.13973227971767,4.961678449369725,3.589370330224574,9.390099572231552,7.852050207265889,38.0])","[-403.3528144296338,-454.5279015931926]","[1.0,5.955826447562161e-23]",0.0
2279,783780,back exam think okay,0.0,20,"['back', 'exam', 'think', 'okay']","['back', 'exam', 'think', 'okay']","(262144,[66864,132270,153423,261610],[1.0,1.0,1.0,1.0])","(262144,[66864,132270,153423,261610],[6.53029436728357,3.589370330224574,3.6853849834641625,5.268052654833658])","(262145,[66864,132270,153423,261610,262144],[6.53029436728357,3.589370330224574,3.6853849834641625,5.268052654833658,20.0])","[-182.71861552806354,-201.62147991149837]","[0.9999999938256634,6.174336623418901e-09]",0.0
2280,784724,yea,0.0,3,['yea'],['yea'],"(262144,[8443],[1.0])","(262144,[8443],[6.2426122948317895])","(262145,[8443,262144],[6.2426122948317895,3.0])","[-60.84562447315449,-71.34730296424927]","[0.9999725104872613,2.7489512738618752e-05]",0.0
2281,785159,cont glad hear bein reloacted highland wildlife park hopefully suitible enviroment amp home,0.0,91,"['cont', 'glad', 'hear', 'bein', 'reloacted', 'highland', 'wildlife', 'park', 'hopefully', 'suitible', 'enviroment', 'amp', 'home']","['cont', 'glad', 'hear', 'bein', 'reloacted', 'highland', 'wildlife', 'park', 'hopefully', 'suitible', 'enviroment', 'amp', 'home']","(262144,[17893,42297,45855,71826,89721,111370,145690,162134,172368,212278,239982,242160,257060],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[17893,42297,45855,71826,89721,111370,145690,162134,172368,212278,239982,242160,257060],[4.182098763037472,8.545197387825835,7.628906655951679,6.147302115027464,4.673996376917944,5.177901557839361,5.65482562992967,8.13973227971767,8.545197387825835,8.545197387825835,3.9300768709845753,8.13973227971767,8.545197387825835])","(262145,[17893,42297,45855,71826,89721,111370,145690,162134,172368,212278,239982,242160,257060,262144],[4.182098763037472,8.545197387825835,7.628906655951679,6.147302115027464,4.673996376917944,5.177901557839361,5.65482562992967,8.13973227971767,8.545197387825835,8.545197387825835,3.9300768709845753,8.13973227971767,8.545197387825835,91.0])","[-1085.0367047555549,-1185.4456537027597]","[1.0,2.471425586154058e-44]",0.0
2282,785614,lunch watched clips found page collected funny stuff,0.0,52,"['lunch', 'watched', 'clips', 'found', 'page', 'collected', 'funny', 'stuff']","['lunch', 'watched', 'clips', 'found', 'page', 'collected', 'funny', 'stuff']","(262144,[77645,81210,87405,110427,154273,194194,213139,247548],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[77645,81210,87405,110427,154273,194194,213139,247548],[5.682996506896367,5.1440000061636795,5.268052654833658,5.980248030364298,5.804357363900634,5.160807124480061,8.13973227971767,8.545197387825835])","(262145,[77645,81210,87405,110427,154273,194194,213139,247548,262144],[5.682996506896367,5.1440000061636795,5.268052654833658,5.980248030364298,5.804357363900634,5.160807124480061,8.13973227971767,8.545197387825835,52.0])","[-574.2201757124728,-614.7740510903806]","[1.0,2.4416066750434317e-18]",0.0
2283,785918,thank much im surprised happy,0.0,29,"['thank', 'much', 'im', 'surprised', 'happy']","['thank', 'much', 'im', 'surprised', 'happy']","(262144,[31015,36609,76764,81783,183411],[1.0,1.0,1.0,1.0,1.0])","(262144,[31015,36609,76764,81783,183411],[2.38083050584039,6.840449295587409,3.741176343092578,4.050958762545025,3.7452831250452316])","(262145,[31015,36609,76764,81783,183411,262144],[2.38083050584039,6.840449295587409,3.741176343092578,4.050958762545025,3.7452831250452316,29.0])","[-196.1114846593726,-245.31307788879127]","[1.0,4.285678216623865e-22]",0.0
2284,786424,screammm aimmm firreeeeeeee,0.0,27,"['screammm', 'aimmm', 'firreeeeeeee']","['screammm', 'aimmm', 'firreeeeeeee']","(262144,[48266,124161,260514],[1.0,1.0,1.0])","(262144,[48266,124161,260514],[8.545197387825835,8.545197387825835,8.545197387825835])","(262145,[48266,124161,260514,262144],[8.545197387825835,8.545197387825835,8.545197387825835,27.0])","[-376.57526408104746,-373.52459097813204]","[0.045188422603698625,0.9548115773963013]",1.0
2285,786431,yay sun today,0.0,13,"['yay', 'sun', 'today']","['yay', 'sun', 'today']","(262144,[17532,47555,64238],[1.0,1.0,1.0])","(262144,[17532,47555,64238],[4.934279475181611,4.72748506186893,3.3977029110123818])","(262145,[17532,47555,64238,262144],[4.934279475181611,4.72748506186893,3.3977029110123818,13.0])","[-115.19189935255842,-155.06804525625316]","[1.0,4.8085028131064635e-18]",0.0
2286,786949,pizza radius z thickness volume pizza,0.0,37,"['pizza', 'radius', 'z', 'thickness', 'volume', 'pizza']","['pizza', 'radius', 'z', 'thickness', 'volume', 'pizza']","(262144,[169042,171599,180709,211068,260231],[1.0,2.0,1.0,1.0,1.0])","(262144,[169042,171599,180709,211068,260231],[8.545197387825835,13.06058873456714,8.545197387825835,7.628906655951679,8.545197387825835])","(262145,[169042,171599,180709,211068,260231,262144],[8.545197387825835,13.06058873456714,8.545197387825835,7.628906655951679,8.545197387825835,37.0])","[-613.5930365213194,-642.5344495067598]","[0.9999999999997302,2.697143428451495e-13]",0.0
2287,786998,makes top 100 amp slip obscurity,0.0,32,"['makes', 'top', '100', 'amp', 'slip', 'obscurity']","['makes', 'top', '100', 'amp', 'slip', 'obscurity']","(262144,[18176,92855,141652,162803,199581,239982],[1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[18176,92855,141652,162803,199581,239982],[5.837147186723625,7.852050207265889,5.500674950102412,8.545197387825835,4.894539146532097,3.9300768709845753])","(262145,[18176,92855,141652,162803,199581,239982,262144],[5.837147186723625,7.852050207265889,5.500674950102412,8.545197387825835,4.894539146532097,3.9300768709845753,32.0])","[-427.97575928409134,-445.572823556491]","[0.9999999772127416,2.278725849376485e-08]",0.0
2288,787069,could done bag chips hammer,0.0,27,"['could', 'done', 'bag', 'chips', 'hammer']","['done', 'bag', 'chips', 'hammer']","(262144,[113299,132543,232872,233449],[1.0,1.0,1.0,1.0])","(262144,[113299,132543,232872,233449],[4.584384218228257,6.840449295587409,8.13973227971767,7.292434419330466])","(262145,[113299,132543,232872,233449,262144],[4.584384218228257,6.840449295587409,8.13973227971767,7.292434419330466,27.0])","[-327.50454236965726,-331.8440993243184]","[0.9871256065136894,0.01287439348631069]",0.0
2289,787231,first ever tweet singapore,0.0,26,"['first', 'ever', 'tweet', 'singapore']","['first', 'ever', 'tweet', 'singapore']","(262144,[124399,148227,188835,203802],[1.0,1.0,1.0,1.0])","(262144,[124399,148227,188835,203802],[4.881635741696188,8.545197387825835,4.33306978994735,4.593953669244407])","(262145,[124399,148227,188835,203802,262144],[4.881635741696188,8.545197387825835,4.33306978994735,4.593953669244407,26.0])","[-254.1892576736027,-272.45683439429223]","[0.999999988345538,1.165446192571775e-08]",0.0
2290,787892,message inbox reply please let know receieve,0.0,44,"['message', 'inbox', 'reply', 'please', 'let', 'know', 'receieve']","['message', 'inbox', 'reply', 'please', 'let', 'know', 'receieve']","(262144,[20984,42835,140931,158795,166368,173339,212504],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[20984,42835,140931,158795,166368,173339,212504],[8.545197387825835,5.980248030364298,3.2825071989209493,6.405131224329564,4.442554022789039,4.7057450752325245,8.13973227971767])","(262145,[20984,42835,140931,158795,166368,173339,212504,262144],[8.545197387825835,5.980248030364298,3.2825071989209493,6.405131224329564,4.442554022789039,4.7057450752325245,8.13973227971767,44.0])","[-469.85994695207813,-509.31453448273044]","[1.0,7.329770042023765e-18]",0.0
2291,788167,yesss good good,0.0,15,"['yesss', 'good', 'good']","['yesss', 'good', 'good']","(262144,[113432,222258],[2.0,1.0])","(262144,[113432,222258],[5.510474433857163,8.545197387825835])","(262145,[113432,222258,262144],[5.510474433857163,8.545197387825835,15.0])","[-168.01375040988182,-177.53442695490753]","[0.9999266853321783,7.331466782178172e-05]",0.0
2292,788800,uk getting ready 4 several buzziness meetings sunny,0.0,51,"['uk', 'getting', 'ready', '4', 'several', 'buzziness', 'meetings', 'sunny']","['uk', 'getting', 'ready', '4', 'several', 'buzziness', 'meetings', 'sunny']","(262144,[47552,108846,139371,157249,194802,211607,219709,230764],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[47552,108846,139371,157249,194802,211607,219709,230764],[6.53029436728357,6.01946874351758,7.158903026705945,6.75343791859778,4.695049786115776,7.852050207265889,4.613371755101509,4.282517510784519])","(262145,[47552,108846,139371,157249,194802,211607,219709,230764,262144],[6.53029436728357,6.01946874351758,7.158903026705945,6.75343791859778,4.695049786115776,7.852050207265889,4.613371755101509,4.282517510784519,51.0])","[-533.326154303539,-575.2024610357049]","[1.0,6.50655437821207e-19]",0.0
2293,789029,watching saints,0.0,15,"['watching', 'saints']","['watching', 'saints']","(262144,[63139,170815],[1.0,1.0])","(262144,[63139,170815],[4.182098763037472,8.13973227971767])","(262145,[63139,170815,262144],[4.182098763037472,8.13973227971767,15.0])","[-140.36264262929234,-169.20483497311412]","[0.9999999999997022,2.9784822690837133e-13]",0.0
2294,789061,yephe,0.0,5,['yephe'],['yephe'],"(262144,[132492],[1.0])","(262144,[132492],[8.545197387825835])","(262145,[132492,262144],[8.545197387825835,5.0])","[-121.19577023957272,-120.47090977273831]","[0.32632357428473086,0.6736764257152692]",1.0
2295,789227,one never many contacts enjoy meeting,0.0,37,"['one', 'never', 'many', 'contacts', 'enjoy', 'meeting']","['one', 'never', 'many', 'contacts', 'enjoy', 'meeting']","(262144,[2701,21823,78820,108103,113673,245044],[1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[2701,21823,78820,108103,113673,245044],[5.004238063788521,3.391905793328056,6.465755846145999,7.852050207265889,4.275499938125873,4.868896715918758])","(262145,[2701,21823,78820,108103,113673,245044,262144],[5.004238063788521,3.391905793328056,6.465755846145999,7.852050207265889,4.275499938125873,4.868896715918758,37.0])","[-327.58569621409805,-370.6717140675873]","[1.0,1.9407973880536727e-19]",0.0
2296,789229,ahh good morning getting ready crazy day mean crazy,0.0,51,"['ahh', 'good', 'morning', 'getting', 'ready', 'crazy', 'day', 'mean', 'crazy']","['ahh', 'good', 'morning', 'getting', 'ready', 'crazy', 'day', 'mean', 'crazy']","(262144,[97370,113024,113432,131672,131709,219709,230764,254061],[1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[97370,113024,113432,131672,131709,219709,230764,254061],[6.673395210924244,11.149565844512267,2.7552372169285815,3.9756543794808943,5.249360521821505,4.613371755101509,4.282517510784519,2.971144019844418])","(262145,[97370,113024,113432,131672,131709,219709,230764,254061,262144],[6.673395210924244,11.149565844512267,2.7552372169285815,3.9756543794808943,5.249360521821505,4.613371755101509,4.282517510784519,2.971144019844418,51.0])","[-400.5359096115758,-477.93812293777825]","[1.0,2.424632182571298e-34]",0.0
2297,789302,staying arnett conan tonight,0.0,28,"['staying', 'arnett', 'conan', 'tonight']","['staying', 'arnett', 'conan', 'tonight']","(262144,[67994,73853,110801,124748],[1.0,1.0,1.0,1.0])","(262144,[67994,73853,110801,124748],[6.599287238770521,4.565515733923874,8.545197387825835,7.446585099157725])","(262145,[67994,73853,110801,124748,262144],[6.599287238770521,4.565515733923874,8.545197387825835,7.446585099157725,28.0])","[-326.048916876335,-382.5719475445163]","[1.0,2.8337379107671735e-25]",0.0
2298,789321,finally got thanks pchol tom,0.0,28,"['finally', 'got', 'thanks', 'pchol', 'tom']","['finally', 'got', 'thanks', 'pchol', 'tom']","(262144,[7625,64358,69060,225898,229826],[1.0,1.0,1.0,1.0,1.0])","(262144,[7625,64358,69060,225898,229826],[4.8075277695424665,3.3522405369356245,6.465755846145999,3.457601052593451,8.13973227971767])","(262145,[7625,64358,69060,225898,229826,262144],[4.8075277695424665,3.3522405369356245,6.465755846145999,3.457601052593451,8.13973227971767,28.0])","[-288.08388739809584,-317.9709401408519]","[0.9999999999998952,1.0476540916191605e-13]",0.0
2299,789384,got first two birthday cards post today,0.0,39,"['got', 'first', 'two', 'birthday', 'cards', 'post', 'today']","['got', 'first', 'two', 'birthday', 'cards', 'post', 'today']","(262144,[64238,85755,172933,188835,225898,228967,258728],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[64238,85755,172933,188835,225898,228967,258728],[3.3977029110123818,7.446585099157725,4.856317933711899,4.33306978994735,3.457601052593451,4.894539146532097,5.063957298490143])","(262145,[64238,85755,172933,188835,225898,228967,258728,262144],[3.3977029110123818,7.446585099157725,4.856317933711899,4.33306978994735,3.457601052593451,4.894539146532097,5.063957298490143,39.0])","[-325.69622226195327,-382.68341301820675]","[1.0,1.781465906930381e-25]",0.0
2300,789482,wont tweetup working nacda reg spread word,0.0,42,"['wont', 'tweetup', 'working', 'nacda', 'reg', 'spread', 'word']","['wont', 'tweetup', 'working', 'nacda', 'reg', 'spread', 'word']","(262144,[24031,71450,133781,134093,206227,247989,261035],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[24031,71450,133781,134093,206227,247989,261035],[6.2426122948317895,4.975664691344464,8.545197387825835,8.545197387825835,6.840449295587409,4.989849326336421,7.628906655951679])","(262145,[24031,71450,133781,134093,206227,247989,261035,262144],[6.2426122948317895,4.975664691344464,8.545197387825835,8.545197387825835,6.840449295587409,4.989849326336421,7.628906655951679,42.0])","[-567.8897181775847,-597.9258924205238]","[0.9999999999999098,9.02516745824833e-14]",0.0
2301,789952,wanted know favourite color youre gonna sleep,0.0,45,"['wanted', 'know', 'favourite', 'color', 'youre', 'gonna', 'sleep']","['wanted', 'know', 'favourite', 'color', 'youre', 'gonna', 'sleep']","(262144,[81672,140931,154471,192648,209749,224040,234553],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[81672,140931,154471,192648,209749,224040,234553],[4.282517510784519,3.2825071989209493,6.75343791859778,7.041119991049561,3.9965975533261378,5.804357363900634,4.62322405154452])","(262145,[81672,140931,154471,192648,209749,224040,234553,262144],[4.282517510784519,3.2825071989209493,6.75343791859778,7.041119991049561,3.9965975533261378,5.804357363900634,4.62322405154452,45.0])","[-369.07297287593286,-410.4982686544361]","[1.0,1.0214629816272541e-18]",0.0
2302,790430,think ori,0.0,9,"['think', 'ori']","['think', 'ori']","(262144,[3554,153423],[1.0,1.0])","(262144,[3554,153423],[8.545197387825835,3.6853849834641625])","(262145,[3554,153423,262144],[8.545197387825835,3.6853849834641625,9.0])","[-152.5911799819665,-155.01012008456303]","[0.9182602256116563,0.08173977438834365]",0.0
2303,790432,okay sunshine wins great day beach session today,0.0,48,"['okay', 'sunshine', 'wins', 'great', 'day', 'beach', 'session', 'today']","['okay', 'sunshine', 'wins', 'great', 'day', 'beach', 'session', 'today']","(262144,[34465,46512,64238,151270,245267,254061,261610,261870],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[34465,46512,64238,151270,245267,254061,261610,261870],[5.871048738399306,6.193822130662357,3.3977029110123818,6.465755846145999,6.935759475391735,2.971144019844418,5.268052654833658,3.5412510818803757])","(262145,[34465,46512,64238,151270,245267,254061,261610,261870,262144],[5.871048738399306,6.193822130662357,3.3977029110123818,6.465755846145999,6.935759475391735,2.971144019844418,5.268052654833658,3.5412510818803757,48.0])","[-407.20609452661404,-491.7678431632734]","[1.0,1.8849471891101176e-37]",0.0
2304,7908,brownies good time day,0.0,22,"['brownies', 'good', 'time', 'day']","['brownies', 'good', 'time', 'day']","(262144,[28263,113432,121517,254061],[1.0,1.0,1.0,1.0])","(262144,[28263,113432,121517,254061],[7.628906655951679,2.7552372169285815,3.272197829262088,2.971144019844418])","(262145,[28263,113432,121517,254061,262144],[7.628906655951679,2.7552372169285815,3.272197829262088,2.971144019844418,22.0])","[-171.6966156386364,-201.99974409489798]","[0.9999999999999309,6.910644096435996e-14]",0.0
2305,791133,yes coffee actually saved,0.0,25,"['yes', 'coffee', 'actually', 'saved']","['yes', 'coffee', 'actually', 'saved']","(262144,[132975,138036,159212,159901],[1.0,1.0,1.0,1.0])","(262144,[132975,138036,159212,159901],[4.843895413713342,4.442554022789039,5.409703171896685,6.53029436728357])","(262145,[132975,138036,159212,159901,262144],[4.843895413713342,4.442554022789039,5.409703171896685,6.53029436728357,25.0])","[-214.09955610303297,-235.45361486964188]","[0.9999999994678304,5.321696602726285e-10]",0.0
2306,791352,wwwpowercom,0.0,11,['wwwpowercom'],['wwwpowercom'],"(262144,[25893],[1.0])","(262144,[25893],[8.545197387825835])","(262145,[25893,262144],[8.545197387825835,11.0])","[-127.94774806741295,-128.0078604378367]","[0.5150235689098442,0.48497643109015576]",0.0
2307,791499,sun shineing birds singing hell smell omg puppys,0.0,48,"['sun', 'shineing', 'birds', 'singing', 'hell', 'smell', 'omg', 'puppys']","['sun', 'shineing', 'birds', 'singing', 'hell', 'smell', 'omg', 'puppys']","(262144,[17532,21086,31027,120402,145130,172914,249457,260993],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[17532,21086,31027,120402,145130,172914,249457,260993],[4.934279475181611,6.935759475391735,7.292434419330466,7.041119991049561,8.545197387825835,5.43168207861546,5.772608665586054,8.545197387825835])","(262145,[17532,21086,31027,120402,145130,172914,249457,260993,262144],[4.934279475181611,6.935759475391735,7.292434419330466,7.041119991049561,8.545197387825835,5.43168207861546,5.772608665586054,8.545197387825835,48.0])","[-634.1033428034826,-708.9828096223158]","[1.0,3.021765459955874e-33]",0.0
2308,791841,isnt contradiction terms,0.0,24,"['isnt', 'contradiction', 'terms']","['isnt', 'contradiction', 'terms']","(262144,[156404,174000,183375],[1.0,1.0,1.0])","(262144,[156404,174000,183375],[5.1440000061636795,8.545197387825835,5.871048738399306])","(262145,[156404,174000,183375,262144],[5.1440000061636795,8.545197387825835,5.871048738399306,24.0])","[-243.68150919378695,-240.9364950773794]","[0.060368852541407045,0.939631147458593]",1.0
2309,792079,yeah show saturday sweet,0.0,24,"['yeah', 'show', 'saturday', 'sweet']","['yeah', 'show', 'saturday', 'sweet']","(262144,[25328,82065,156550,245731],[1.0,1.0,1.0,1.0])","(262144,[25328,82065,156550,245731],[5.409703171896685,4.410030831083479,5.212992877650631,4.684467676785239])","(262145,[25328,82065,156550,245731,262144],[5.409703171896685,4.410030831083479,5.212992877650631,4.684467676785239,24.0])","[-187.04605097661033,-230.9418006179358]","[1.0,8.636109728874431e-20]",0.0
2310,792881,watching men black hbo right,0.0,28,"['watching', 'men', 'black', 'hbo', 'right']","['watching', 'men', 'black', 'hbo', 'right']","(262144,[14273,63139,154828,228219,229166],[1.0,1.0,1.0,1.0,1.0])","(262144,[14273,63139,154828,228219,229166],[6.2426122948317895,4.182098763037472,5.980248030364298,8.13973227971767,4.090850091572327])","(262145,[14273,63139,154828,228219,229166,262144],[6.2426122948317895,4.182098763037472,5.980248030364298,8.13973227971767,4.090850091572327,28.0])","[-302.1437396185213,-330.8853247260202]","[0.9999999999996707,3.2937314500337274e-13]",0.0
2311,792957,well tests finished hooray next modification,0.0,44,"['well', 'tests', 'finished', 'hooray', 'next', 'modification']","['well', 'tests', 'finished', 'hooray', 'next', 'modification']","(262144,[51933,54961,136949,186925,194078,257253],[1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[51933,54961,136949,186925,194078,257253],[7.446585099157725,4.584384218228257,5.65482562992967,3.632542502089783,8.545197387825835,7.292434419330466])","(262145,[51933,54961,136949,186925,194078,257253,262144],[7.446585099157725,4.584384218228257,5.65482562992967,3.632542502089783,8.545197387825835,7.292434419330466,44.0])","[-425.088680509746,-493.9616298205234]","[1.0,1.2270384220392853e-30]",0.0
2312,793049,omgomgomgomg friggin excited,0.0,28,"['omgomgomgomg', 'friggin', 'excited']","['omgomgomgomg', 'friggin', 'excited']","(262144,[48298,79858,180608],[1.0,1.0,1.0])","(262144,[48298,79858,180608],[8.545197387825835,8.545197387825835,4.738534898055515])","(262145,[48298,79858,180608,262144],[8.545197387825835,8.545197387825835,4.738534898055515,28.0])","[-300.04020392112915,-309.37764347915163]","[0.9999119431226527,8.80568773473434e-05]",0.0
2313,793568,thats one got good strong im mixing whipped cream better,0.0,56,"['thats', 'one', 'got', 'good', 'strong', 'im', 'mixing', 'whipped', 'cream', 'better']","['thats', 'one', 'got', 'good', 'strong', 'im', 'mixing', 'whipped', 'cream', 'better']","(262144,[7211,10345,21823,24032,31015,32727,113432,179731,225898,235375],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[7211,10345,21823,24032,31015,32727,113432,179731,225898,235375],[8.545197387825835,3.9300768709845753,3.391905793328056,8.545197387825835,2.38083050584039,6.2426122948317895,2.7552372169285815,6.29390558921934,3.457601052593451,4.102546131335519])","(262145,[7211,10345,21823,24032,31015,32727,113432,179731,225898,235375,262144],[8.545197387825835,3.9300768709845753,3.391905793328056,8.545197387825835,2.38083050584039,6.2426122948317895,2.7552372169285815,6.29390558921934,3.457601052593451,4.102546131335519,56.0])","[-557.5431242185603,-597.3359898568249]","[1.0,5.226103833968099e-18]",0.0
2314,793851,might take trip la la landd,0.0,27,"['might', 'take', 'trip', 'la', 'la', 'landd']","['might', 'take', 'trip', 'la', 'la', 'landd']","(262144,[55639,56998,140762,194234,256468],[1.0,1.0,2.0,1.0,1.0])","(262144,[55639,56998,140762,194234,256468],[4.311090883228576,5.711984043769619,11.812280116421153,8.545197387825835,5.111210183340688])","(262145,[55639,56998,140762,194234,256468,262144],[4.311090883228576,5.711984043769619,11.812280116421153,8.545197387825835,5.111210183340688,27.0])","[-377.11911340053786,-444.90151643680036]","[1.0,3.651542764722688e-30]",0.0
2315,793877,hey generated great discussion roundtablegood job,0.0,49,"['hey', 'generated', 'great', 'discussion', 'roundtablegood', 'job']","['hey', 'generated', 'great', 'discussion', 'roundtablegood', 'job']","(262144,[32051,61756,99197,128892,231108,261870],[1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[32051,61756,99197,128892,231108,261870],[7.852050207265889,4.0966810118831205,5.018836863209674,8.545197387825835,8.545197387825835,3.5412510818803757])","(262145,[32051,61756,99197,128892,231108,261870,262144],[7.852050207265889,4.0966810118831205,5.018836863209674,8.545197387825835,8.545197387825835,3.5412510818803757,49.0])","[-488.2949369694741,-487.0468558184912]","[0.22303247750998587,0.7769675224900142]",1.0
